,0,1,2,3,4
0,75.54985642767437,77.9422222222222,67.95158730158722,68.94166666666665,72.71530054644809
1,75.76145935585713,77.4533333333333,67.20396825396814,69.73333333333333,72.51967213114752
2,78.18531705546475,79.77333333333334,69.65555555555558,71.60833333333333,74.40218579234981
3,78.18760179544772,79.75777777777779,69.62380952380953,71.075,74.2360655737706
4,80.2107966965249,81.50666666666667,69.11507936507942,72.26666666666667,75.73114754098343
5,80.24094375534844,81.5288888888889,69.41031746031751,72.45,75.81748633879766
6,77.59894427039224,80.05999999999999,69.95634920634922,71.18333333333332,74.10109289617489
7,77.4607892577239,79.35555555555557,70.00952380952381,70.28333333333332,74.30218579234968
8,75.0066351540616,76.72222222222221,69.83492063492064,67.4,71.66229508196717
9,74.48473039215683,76.10888888888887,68.70634920634919,66.75833333333333,70.9142076502732
10,77.18556283235046,78.98444444444443,69.39761904761906,67.28333333333332,72.86174863387988
11,76.79686220072347,78.3911111111111,69.56111111111115,68.00833333333333,72.48852459016406
12,74.61556372549015,76.12666666666667,66.26349206349204,64.35833333333333,69.88360655737701
13,74.45147058823525,76.21555555555554,66.26746031746025,64.63333333333334,70.11693989071036
14,76.26865788736342,77.45333333333332,68.15714285714282,67.40833333333333,72.18087431693985
15,76.18985635468236,77.01777777777777,68.55158730158729,67.44166666666666,72.31092896174857
16,73.02700244302272,74.65333333333331,68.68888888888891,65.75,69.88469945355197
17,73.1736527167686,74.83777777777776,68.43571428571433,65.28333333333335,69.7245901639345
18,72.23327205882357,74.33111111111111,66.90158730158728,63.49166666666667,68.9628415300547
19,72.25606617647065,74.48222222222222,67.02539682539681,63.49166666666667,68.87650273224051
20,77.764457711089,79.86666666666663,69.74126984126987,67.10833333333332,73.66830601092903
21,77.91203604812232,80.54222222222221,69.99365079365081,67.8,73.85081967213122
22,77.85775689076034,79.63111111111111,70.16428571428573,70.75833333333334,74.10819672131149
23,78.01548384151505,80.11333333333334,70.32857142857142,70.89166666666667,74.40765027322406
24,77.54782741047742,80.96000000000004,70.04841269841269,72.175,74.69234972677597
25,77.64800671028962,80.49333333333335,70.3253968253968,71.77499999999999,74.54918032786885
26,76.58161764705875,78.52666666666664,70.6365079365079,67.49166666666666,73.0502732240437
27,76.3061274509803,78.02222222222223,70.44682539682539,67.70833333333333,72.84699453551916
28,77.03532509678577,79.41777777777774,67.08333333333326,65.30833333333332,73.64644808743161
29,76.80298569759937,79.04444444444444,66.89682539682538,65.49999999999999,73.27704918032778
30,78.62030788332689,80.70000000000002,69.42857142857152,67.48333333333333,73.80546448087435
31,78.2278293270358,79.95555555555559,69.48968253968262,67.10833333333333,73.8655737704918
32,79.59293152609781,80.69555555555554,71.66666666666661,71.68333333333332,75.2049180327869
33,79.47305434498823,80.54888888888887,71.77698412698409,71.75833333333333,75.1393442622951
34,77.90484772973456,78.47555555555554,68.15952380952383,68.70833333333333,74.32459016393427
35,77.7058338680395,78.27333333333333,67.97222222222226,69.00833333333334,73.58961748633862
36,75.59773698320781,76.97777777777773,68.63571428571426,67.95,72.12295081967221
37,75.63326778472086,77.56888888888885,67.96269841269842,67.98333333333333,72.10710382513672
38,82.72720588235295,83.36444444444446,70.96269841269839,75.31666666666668,78.09289617486334
39,81.91691176470589,82.59555555555555,70.22777777777775,73.62500000000001,77.03278688524583
40,76.57292891343289,79.4911111111111,69.06587301587302,69.69166666666665,73.1890710382514
41,76.83841483340912,80.10444444444443,69.32857142857141,70.55833333333332,73.73442622950823
42,77.43113070084193,79.21555555555554,69.58968253968254,68.61666666666667,74.28087431693984
43,77.55390608661057,80.01111111111109,69.42460317460319,70.525,74.27540983606555
44,78.42493698934283,81.7222222222222,71.45079365079367,68.29999999999998,75.61639344262292
45,78.17974656702003,81.83111111111107,70.62777777777781,68.61666666666666,75.51748633879777
46,80.29993287770017,81.66888888888887,70.01507936507932,73.83333333333333,76.15245901639331
47,80.2984622894649,81.87111111111109,70.097619047619,73.83333333333333,75.92513661202173
48,78.07211642729528,80.2044444444444,70.50476190476188,71.25833333333333,75.19726775956295
49,78.3204077791462,80.45333333333329,70.54761904761904,71.25833333333333,75.332786885246
50,72.26759879519983,75.36222222222224,68.68333333333331,66.26666666666667,70.09289617486334
51,72.25803997167044,74.84666666666668,68.73174603174603,66.64999999999999,70.18251366120217
52,78.86772119169754,81.02666666666667,70.6015873015873,69.025,74.35245901639352
53,79.09862378023084,81.16444444444444,70.50634920634919,68.99166666666666,74.38469945355197
54,76.67910393912732,78.72888888888889,68.81984126984125,70.00833333333334,73.18415300546458
55,76.83308027049841,79.10222222222221,69.05238095238093,70.05,73.1715846994536
56,81.50863226699487,83.88666666666664,71.03015873015876,69.71666666666667,76.52349726775961
57,81.24639904678371,83.44444444444441,70.89841269841268,72.34166666666667,76.62950819672136
58,75.81179446552154,78.53111111111109,70.68174603174602,66.83333333333333,73.42240437158462
59,76.49975915683403,79.18888888888887,70.66746031746035,69.50833333333334,74.32131147540971
60,72.25587698147442,73.49333333333335,67.78809523809525,63.9,69.23989071038264
61,72.25232305990579,73.58000000000001,67.87936507936506,63.291666666666664,69.06448087431708
62,78.0635521451932,80.62888888888888,69.90873015873018,67.40833333333332,73.90655737704924
63,78.23073898204915,80.73333333333332,69.75000000000003,67.07499999999999,74.14316939890716
64,78.44247309301493,79.86444444444446,69.06746031746034,64.93333333333332,73.1065573770492
65,77.55871804691063,78.97111111111109,68.37857142857143,64.28333333333335,72.45136612021858
66,80.54487172141589,81.88444444444447,66.52063492063502,71.64166666666668,75.34426229508206
67,80.22167319200415,81.47555555555556,66.4000000000001,70.81666666666668,75.20928961748642
68,77.52390351427603,78.95111111111109,67.79444444444437,68.34166666666667,73.46939890710384
69,77.11792020706945,78.76222222222223,67.52301587301578,68.50833333333333,73.27049180327872
70,74.09514543751716,75.96444444444444,67.67142857142859,65.55833333333334,71.3021857923498
71,74.09243821826583,76.10444444444443,67.55793650793653,64.88333333333333,71.35136612021864
72,75.25790462397077,76.39333333333332,68.27460317460313,66.30833333333332,71.61693989071043
73,73.3598903425006,75.29111111111109,68.21269841269834,66.08333333333333,70.31803278688528
74,77.75328525270022,80.01111111111108,69.13095238095235,71.325,74.92349726775959
75,77.71511979053379,80.04222222222218,68.99444444444443,72.16666666666667,74.65355191256833
76,77.08297539734946,79.00888888888888,67.39841269841266,67.91666666666667,73.53715846994547
77,76.34039720402721,79.02888888888886,67.29285714285713,69.28333333333333,73.31967213114756
78,76.51972930081031,77.86888888888889,67.49761904761901,69.46666666666667,73.27704918032782
79,76.514827340026,77.43777777777777,67.37460317460315,70.19166666666668,73.11366120218572
80,77.4853078781919,79.13555555555553,68.13253968253962,69.79166666666667,73.6333333333334
81,77.36807955295032,78.91111111111111,67.95555555555549,69.79166666666667,73.62404371584701
